131,Lasso
132,Limbo
133,Lingo
134,Lisp
135,LiveCode: Revolution - LiveCode
136,Logo: Logo (confidence: 90% - exceptions: -tv)
137,LotusScript
138,LPC
139,Lua: Lua - LuaJIT
140,Lustre
141,M4
142,MAD: MAD (confidence: 50%)
143,Magic: Magic (confidence: 50%)
144,Magik
145,Malbolge
146,MANTIS
147,Maple
148,MATLAB
149,Max/MSP
150,MAXScript
151,MDX
152,MEL
153,Mercury
154,Miva
155,ML
156,Mobile Programming
157,Modula-2
158,Modula-3
159,Monkey
160,MOO
161,Moto
162,MQL4: MQL4 - MQL5
163,MS-DOS batch
164,MUMPS
165,NATURAL
166,Nemerle
167,NetLogo
168,Nim: Nim - Nimrod
169,NQC
170,NSIS
171,NXT-G
172,Oberon
173,Object Rexx
174,Objective-C: Objective-C - objc - obj-c
175,OCaml: Objective Caml - OCaml
176,Occam
177,OpenCL
178,OpenEdge ABL: Progress - Progress 4GL - ABL - OpenEdge
179,OPL
180,Oxygene
181,Oz
182,Paradox
183,Pascal: Pascal (confidence: 5%)
184,Perl
185,PHP
186,PILOT:Palm Pilot programming
187,Pike
188,PL/I: PL/1 - PL/I
189,PL/SQL
190,Pliant
191,Pony
192,PostScript: PostScript - PS
193,POV-Ray
194,PowerBasic
195,PowerScript
196,PowerShell
197,"Processing: Processing (exceptions: +""sketchbook"")"
198,Programming Without Coding Technology - PWCT
199,Prolog
200,Pure Data: Pure Data - PD
201,PureBasic
202,Python
203,Q
204,"R: R (confidence: 90% - exceptions: +""statistical"")"
205,Racket
206,Raku: Perl 6 - Raku
207,React
208,REBOL
209,Red: Red (confidence: 20%)
210,REXX
211,Ring
212,RPG- RPGLE - ILERPG - RPGIV - RPGIII - RPG400 - RPGII - RPG4
213,Ruby
214,Rust: Rust - Rustlang
215,S: S (exceptions: +statistical)
216,SAS
217,Sather
218,Scala
219,Scheme: Scheme (exceptions: -tv -channel)
220,Scratch
221,sed
222,Seed7
223,SIGNAL: SIGNAL (confidence: 10%)
224,Simula
225,Simulink
226,Slate: Slate (confidence: 57%)
227,Small Basic
228,Smalltalk
229,Smarty
230,Snap!
231,SNOBOL
232,Solidity
233,SPARK
234,S-PLUS: S-PLUS (exceptions: +statistical)
235,SPSS
236,SQL
237,SQR
238,Squeak
239,Squirrel
240,Standard ML: Standard ML - SML
241,Stata
242,Structured Text
243,Suneido
244,SuperCollider: SuperCollider (confidence: 80%)
245,Swift
246,TACL
247,Tcl: Tcl/Tk - Tcl
248,tcsh
249,Tex
250,thinBasic
251,TOM: TOM (confidence: 50%)
252,Transact-SQL: T-SQL - Transact-SQL - TSQL
253,TypeScript: TypeScript - TS
254,Uniface
255,Vala/Genie: Vala - Genie
256,VBScript
257,Verilog
258,VHDL
259,Visual Basic Classic  - VB  - VBA - VB6
260,Visual Basic .NET - VB.NET - Visual Basic - VB
261,Vue
262,WebAssembly
263,WebDNA
264,Whitespace
265,Wolfram
266,X10
267,xBase
268,XBase++
269,XC
270,Xen
271,Xojo: REALbasic - Xojo
272,XPL
273,XQuery
274,XSLT
275,Xtend
276,yacc
277,Yorick
278,Z shell: Z shell - zsh
279,Zig: Zig - zlang
